Poverty & Coping Strategies:What is your total amount of debt up to now? (This should include not paying the rent. etc.),#NAME?,Poverty.and.Coping.Strategies.What.is.your.total.amount.of.debt.up.to.now?.-This.should.include.not.paying.the.rent..etc.-
Poverty & Coping Strategies:Do you have a car?:Yes,#NAME?,Poverty.and.Coping.Strategies.Do.you.have.a.car?.Yes
Poverty & Coping Strategies:Do you have a car?:No,#NAME?,Poverty.and.Coping.Strategies.Do.you.have.a.car?.No
Food Security:Are you receiving WFP food vouchers?:Yes,#NAME?,Food.Security.Are.you.receiving.WFP.food.vouchers?.Yes
Food Security:Are you receiving WFP food vouchers?:No,#NAME?,Food.Security.Are.you.receiving.WFP.food.vouchers?.No
Food Security:Yesterday. how many meals were eaten by your family? (meals comparable to breakfast. lunch. dinner):,#NAME?,Food.Security.Yesterday..how.many.meals.were.eaten.by.your.family?.-meals.comparable.to.breakfast..lunch..dinner-.
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following .Cereals (bread. pasta. wheat flour. bulghur) :,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.Over.the.last.7.days..how.many.days.did.you.consume.the.following..Cereals.-bread..pasta..wheat.flour..bulghur-..
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):Not consumed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals.-bread..pasta..wheat.flour..bulghur-.Not.consumed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):own production,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals.-bread..pasta..wheat.flour..bulghur-.own.production
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):bought with cash,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals.-bread..pasta..wheat.flour..bulghur-.bought.with.cash
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):bought on credit,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals.-bread..pasta..wheat.flour..bulghur-.bought.on.credit
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):exchanged. borrowed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals.-bread..pasta..wheat.flour..bulghur-.exchanged..borrowed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):received as gift,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals.-bread..pasta..wheat.flour..bulghur-.received.as.gift
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):WFP food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals.-bread..pasta..wheat.flour..bulghur-.WFP.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):Non WFP official food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals.-bread..pasta..wheat.flour..bulghur-.Non.WFP.official.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):hunting-gathering-fishing,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals.-bread..pasta..wheat.flour..bulghur-.hunting-gathering-fishing
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following .White tubers & roots (potato. sweet potato),#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.Over.the.last.7.days..how.many.days.did.you.consume.the.following..White.tubers.and.roots.-potato..sweet.potato-
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):Not consumed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots.-potato..sweet.potato-.Not.consumed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):own production,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots.-potato..sweet.potato-.own.production
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):bought with cash,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots.-potato..sweet.potato-.bought.with.cash
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):bought on credit,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots.-potato..sweet.potato-.bought.on.credit
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):exchanged. borrowed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots.-potato..sweet.potato-.exchanged..borrowed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):received as gift,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots.-potato..sweet.potato-.received.as.gift
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):WFP food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots.-potato..sweet.potato-.WFP.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):Non WFP official food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots.-potato..sweet.potato-.Non.WFP.official.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):hunting-gathering-fishing,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots.-potato..sweet.potato-.hunting-gathering-fishing
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Vegetables. leaves,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.Over.the.last.7.days..how.many.days.did.you.consume.the.following...Vegetables..leaves
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:Not consumed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.Not.consumed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:own production,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.own.production
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:bought with cash,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.bought.with.cash
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:bought on credit,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.bought.on.credit
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:exchanged. borrowed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.exchanged..borrowed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:received as gift,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.received.as.gift
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:WFP food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.WFP.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:Non WFP official food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.Non.WFP.official.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:hunting-gathering-fishing,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.hunting-gathering-fishing
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Fruits :,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.Over.the.last.7.days..how.many.days.did.you.consume.the.following...Fruits..
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:Not consumed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.Not.consumed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:own production,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.own.production
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:bought with cash,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.bought.with.cash
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:bought on credit,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.bought.on.credit
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:exchanged. borrowed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.exchanged..borrowed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:received as gift,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.received.as.gift
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:WFP food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.WFP.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:Non WFP official food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.Non.WFP.official.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:hunting-gathering-fishing,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.hunting-gathering-fishing
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Meat (organ and flesh meat),#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.Over.the.last.7.days..how.many.days.did.you.consume.the.following...Meat.-organ.and.flesh.meat-
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):Not consumed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Meat.-organ.and.flesh.meat-.Not.consumed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):own production,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Meat.-organ.and.flesh.meat-.own.production
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):bought with cash,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Meat.-organ.and.flesh.meat-.bought.with.cash
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):bought on credit,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Meat.-organ.and.flesh.meat-.bought.on.credit
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):exchanged. borrowed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Meat.-organ.and.flesh.meat-.exchanged..borrowed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):received as gift,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Meat.-organ.and.flesh.meat-.received.as.gift
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):WFP food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Meat.-organ.and.flesh.meat-.WFP.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):Non WFP official food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Meat.-organ.and.flesh.meat-.Non.WFP.official.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):hunting-gathering-fishing,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Meat.-organ.and.flesh.meat-.hunting-gathering-fishing
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Eggs,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.Over.the.last.7.days..how.many.days.did.you.consume.the.following...Eggs
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:Not consumed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.Not.consumed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:own production,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.own.production
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:bought with cash,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.bought.with.cash
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:bought on credit,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.bought.on.credit
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:exchanged. borrowed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.exchanged..borrowed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:received as gift,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.received.as.gift
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:WFP food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.WFP.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:Non WFP official food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.Non.WFP.official.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:hunting-gathering-fishing,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.hunting-gathering-fishing
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Fish and other seafood,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.Over.the.last.7.days..how.many.days.did.you.consume.the.following...Fish.and.other.seafood
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:Not consumed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.Not.consumed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:own production,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.own.production
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:bought with cash,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.bought.with.cash
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:bought on credit,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.bought.on.credit
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:exchanged. borrowed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.exchanged..borrowed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:received as gift,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.received.as.gift
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:WFP food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.WFP.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:Non WFP official food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.Non.WFP.official.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:hunting-gathering-fishing,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.hunting-gathering-fishing
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Pulses. nuts & seeds (beans. chickpeas. etc.),#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.Over.the.last.7.days..how.many.days.did.you.consume.the.following...Pulses..nuts.and.seeds.-beans..chickpeas..etc.-
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):Not consumed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds.-beans..chickpeas..etc.-.Not.consumed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):own production,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds.-beans..chickpeas..etc.-.own.production
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):bought with cash,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds.-beans..chickpeas..etc.-.bought.with.cash
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):bought on credit,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds.-beans..chickpeas..etc.-.bought.on.credit
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):exchanged. borrowed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds.-beans..chickpeas..etc.-.exchanged..borrowed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):received as gift,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds.-beans..chickpeas..etc.-.received.as.gift
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):WFP food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds.-beans..chickpeas..etc.-.WFP.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):Non WFP official food assistance,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds.-beans..chickpeas..etc.-.Non.WFP.official.food.assistance
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):hunting-gathering-fishing,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds.-beans..chickpeas..etc.-.hunting-gathering-fishing
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Milk and dairy products,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.Over.the.last.7.days..how.many.days.did.you.consume.the.following...Milk.and.dairy.products
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:Not consumed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.Not.consumed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:own production,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.own.production
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:bought with cash,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.bought.with.cash
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:bought on credit,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.bought.on.credit
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:exchanged. borrowed,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.exchanged..borrowed
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:received as gift,#NAME?,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods.-0-7-.What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.received.as.gift
