label,schema,short,vaf,identify
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):Non WFP official food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q2:fsg3q1a8,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots..potato..sweet.potato..Non.WFP.official.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):hunting/gathering/fishing,/Home_visit_version3/FS/fsg2_VAF/fsg3q2:fsg3q1a9,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots..potato..sweet.potato..hunting..gathering..fishing,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Vegetables. leaves,/Home_visit_version3/FS/fsg2_VAF/fsg2q3,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Vegetables..leaves,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:Not consumed,/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a1,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.Not.consumed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:own production,/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a2,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.own.production,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:bought with cash,/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a3,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.bought.with.cash,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:bought on credit,/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a4,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.bought.on.credit,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:exchanged. borrowed,/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a5,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.exchanged..borrowed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:received as gift,/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a6,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.received.as.gift,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:WFP food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a7,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.WFP.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:Non WFP official food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a8,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.Non.WFP.official.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:hunting/gathering/fishing,/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a9,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.hunting..gathering..fishing,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Fruits :,/Home_visit_version3/FS/fsg2_VAF/fsg2q4,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Fruits..,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:Not consumed,/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a1,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.Not.consumed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:own production,/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a2,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.own.production,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:bought with cash,/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a3,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.bought.with.cash,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:bought on credit,/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a4,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.bought.on.credit,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:exchanged. borrowed,/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a5,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.exchanged..borrowed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:received as gift,/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a6,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.received.as.gift,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:WFP food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a7,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.WFP.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:Non WFP official food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a8,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.Non.WFP.official.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:hunting/gathering/fishing,/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a9,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.hunting..gathering..fishing,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Meat (organ and flesh meat),/Home_visit_version3/FS/fsg2_VAF/fsg2q5,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Meat..organ.and.flesh.meat..,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):Not consumed,/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a1,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..Not.consumed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):own production,/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a2,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..own.production,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):bought with cash,/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a3,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..bought.with.cash,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):bought on credit,/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a4,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..bought.on.credit,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):exchanged. borrowed,/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a5,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..exchanged..borrowed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):received as gift,/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a6,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..received.as.gift,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):WFP food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a7,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..WFP.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):Non WFP official food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a8,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..Non.WFP.official.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Meat (organ and flesh meat):hunting/gathering/fishing,/Home_visit_version3/FS/fsg2_VAF/fsg3q5:fsg3q1a9,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Meat..organ.and.flesh.meat..hunting..gathering..fishing,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Eggs,/Home_visit_version3/FS/fsg2_VAF/fsg2q6,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Eggs,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:Not consumed,/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a1,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.Not.consumed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:own production,/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a2,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.own.production,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:bought with cash,/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a3,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.bought.with.cash,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:bought on credit,/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a4,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.bought.on.credit,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:exchanged. borrowed,/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a5,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.exchanged..borrowed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:received as gift,/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a6,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.received.as.gift,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:WFP food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a7,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.WFP.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:Non WFP official food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a8,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.Non.WFP.official.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Eggs:hunting/gathering/fishing,/Home_visit_version3/FS/fsg2_VAF/fsg3q6:fsg3q1a9,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Eggs.hunting..gathering..fishing,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Fish and other seafood,/Home_visit_version3/FS/fsg2_VAF/fsg2q7,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Fish.and.other.seafood,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:Not consumed,/Home_visit_version3/FS/fsg2_VAF/fsg3q7:fsg3q1a1,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.Not.consumed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:own production,/Home_visit_version3/FS/fsg2_VAF/fsg3q7:fsg3q1a2,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.own.production,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:bought with cash,/Home_visit_version3/FS/fsg2_VAF/fsg3q7:fsg3q1a3,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.bought.with.cash,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:bought on credit,/Home_visit_version3/FS/fsg2_VAF/fsg3q7:fsg3q1a4,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.bought.on.credit,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:exchanged. borrowed,/Home_visit_version3/FS/fsg2_VAF/fsg3q7:fsg3q1a5,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.exchanged..borrowed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:received as gift,/Home_visit_version3/FS/fsg2_VAF/fsg3q7:fsg3q1a6,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.received.as.gift,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:WFP food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q7:fsg3q1a7,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.WFP.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:Non WFP official food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q7:fsg3q1a8,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.Non.WFP.official.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fish and other seafood:hunting/gathering/fishing,/Home_visit_version3/FS/fsg2_VAF/fsg3q7:fsg3q1a9,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fish.and.other.seafood.hunting..gathering..fishing,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Pulses. nuts & seeds (beans. chickpeas. etc.),/Home_visit_version3/FS/fsg2_VAF/fsg2q8,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Pulses..nuts.and.seeds..beans..chickpeas..etc..,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):Not consumed,/Home_visit_version3/FS/fsg2_VAF/fsg3q8:fsg3q1a1,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds..beans..chickpeas..etc...Not.consumed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):own production,/Home_visit_version3/FS/fsg2_VAF/fsg3q8:fsg3q1a2,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds..beans..chickpeas..etc...own.production,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):bought with cash,/Home_visit_version3/FS/fsg2_VAF/fsg3q8:fsg3q1a3,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds..beans..chickpeas..etc...bought.with.cash,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):bought on credit,/Home_visit_version3/FS/fsg2_VAF/fsg3q8:fsg3q1a4,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds..beans..chickpeas..etc...bought.on.credit,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):exchanged. borrowed,/Home_visit_version3/FS/fsg2_VAF/fsg3q8:fsg3q1a5,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds..beans..chickpeas..etc...exchanged..borrowed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):received as gift,/Home_visit_version3/FS/fsg2_VAF/fsg3q8:fsg3q1a6,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds..beans..chickpeas..etc...received.as.gift,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):WFP food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q8:fsg3q1a7,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds..beans..chickpeas..etc...WFP.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):Non WFP official food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q8:fsg3q1a8,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds..beans..chickpeas..etc...Non.WFP.official.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Pulses. nuts & seeds (beans. chickpeas. etc.):hunting/gathering/fishing,/Home_visit_version3/FS/fsg2_VAF/fsg3q8:fsg3q1a9,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Pulses..nuts.and.seeds..beans..chickpeas..etc...hunting..gathering..fishing,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Milk and dairy products,/Home_visit_version3/FS/fsg2_VAF/fsg2q9,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Milk.and.dairy.products,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:Not consumed,/Home_visit_version3/FS/fsg2_VAF/fsg3q9:fsg3q1a1,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.Not.consumed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:own production,/Home_visit_version3/FS/fsg2_VAF/fsg3q9:fsg3q1a2,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.own.production,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:bought with cash,/Home_visit_version3/FS/fsg2_VAF/fsg3q9:fsg3q1a3,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.bought.with.cash,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:bought on credit,/Home_visit_version3/FS/fsg2_VAF/fsg3q9:fsg3q1a4,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.bought.on.credit,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:exchanged. borrowed,/Home_visit_version3/FS/fsg2_VAF/fsg3q9:fsg3q1a5,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.exchanged..borrowed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:received as gift,/Home_visit_version3/FS/fsg2_VAF/fsg3q9:fsg3q1a6,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.received.as.gift,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:WFP food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q9:fsg3q1a7,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.WFP.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:Non WFP official food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q9:fsg3q1a8,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.Non.WFP.official.food.assistance,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Milk and dairy products:hunting/gathering/fishing,/Home_visit_version3/FS/fsg2_VAF/fsg3q9:fsg3q1a9,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Milk.and.dairy.products.hunting..gathering..fishing,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Oil & fats,/Home_visit_version3/FS/fsg2_VAF/fsg2q10,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Oil.and.fats,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Oil & fats:Not consumed,/Home_visit_version3/FS/fsg2_VAF/fsg3q10:fsg3q1a1,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Oil.and.fats.Not.consumed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Oil & fats:own production,/Home_visit_version3/FS/fsg2_VAF/fsg3q10:fsg3q1a2,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Oil.and.fats.own.production,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Oil & fats:bought with cash,/Home_visit_version3/FS/fsg2_VAF/fsg3q10:fsg3q1a3,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Oil.and.fats.bought.with.cash,yes,
