check_label	v4	onlyv4	onlyv3	labelv4	schemav4	labelv3	schemav3	short	vaf	identify
0	yes			Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Selling properties (jewelry. car. etc.)	/home_visit_4/povg/VAF_povg1q1:VAF_povg1q1a6	Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Selling properties (jewelry. car. etc.)	/Home_visit_version3/povg/povg1q1_VAF:povg1q1a6	Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Selling.properties..jewelry..car..etc	yes	
0	yes			Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Selling food vouchers	/home_visit_4/povg/VAF_povg1q1:VAF_povg1q1a7	Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Selling food vouchers	/Home_visit_version3/povg/povg1q1_VAF:povg1q1a7	Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Selling.food.vouchers	yes	
0	yes			Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Selling household assets	/home_visit_4/povg/VAF_povg1q1:VAF_povg1q1a8	Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Selling household assets	/Home_visit_version3/povg/povg1q1_VAF:povg1q1a8	Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Selling.household.assets	yes	
0	yes			Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Borrowing money	/home_visit_4/povg/VAF_povg1q1:VAF_povg1q1a9	Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Borrowing money	/Home_visit_version3/povg/povg1q1_VAF:povg1q1a9	Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Borrowing.money	yes	
0	yes			Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Buying against credit	/home_visit_4/povg/VAF_povg1q1:VAF_povg1q1a10	Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Buying against credit	/Home_visit_version3/povg/povg1q1_VAF:povg1q1a10	Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Buying.against.credit	yes	
0	yes			Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Dropping children out from school	/home_visit_4/povg/VAF_povg1q1:VAF_povg1q1a11	Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Dropping children out from school	/Home_visit_version3/povg/povg1q1_VAF:povg1q1a11	Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Dropping.children.out.from.school	yes	
0	yes			Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Child labor (<16 years)	/home_visit_4/povg/VAF_povg1q1:VAF_povg1q1a12	Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Child labor (<16 years)	/Home_visit_version3/povg/povg1q1_VAF:povg1q1a12	Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Child.labor....16.years	yes	
0	yes			Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Begging	/home_visit_4/povg/VAF_povg1q1:VAF_povg1q1a13	Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Begging	/Home_visit_version3/povg/povg1q1_VAF:povg1q1a13	Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Begging	yes	
0	yes			Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Savings	/home_visit_4/povg/VAF_povg1q1:VAF_povg1q1a14	Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Savings	/Home_visit_version3/povg/povg1q1_VAF:povg1q1a14	Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Savings	yes	
0	yes			Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Irregular work	/home_visit_4/povg/VAF_povg1q1:VAF_povg1q1a15	Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Irregular work	/Home_visit_version3/povg/povg1q1_VAF:povg1q1a15	Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Irregular.work	yes	
0	yes			Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Have not paid the rent for the past months	/home_visit_4/povg/VAF_povg1q1:VAF_povg1q1a16	Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Have not paid the rent for the past months	/Home_visit_version3/povg/povg1q1_VAF:povg1q1a16	Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Have.not.paid.the.rent.for.the.past.months	yes	
0	yes			Poverty & Coping Strategies:IF Saving how much !	/home_visit_4/povg/VAF_povg1q2	Poverty & Coping Strategies:IF Saving how much !	/Home_visit_version3/povg/povg1q4_VAF	Poverty.and.Coping.Strategies.IF.Saving.how.much.	yes	
1	yes	yes		Poverty & Coping Strategies:How Much is left from at the moment !(From Saving) :	/home_visit_4/povg/VAF_povg1q5			Poverty.and.Coping.Strategies..How.Much.is.left.from.at.the.moment.From.Saving...	yes	
0	yes			Poverty & Coping Strategies:IF Support from family members (irregular remittances) how much :	/home_visit_4/povg/VAF_povg1q3	Poverty & Coping Strategies:IF Support from family members (irregular remittances) how much :	/Home_visit_version3/povg/povg1q5_VAF	Poverty.and.Coping.Strategies.IF.Support.from.family.members..irregular.remittances..how.much..	yes	
0	yes			Poverty & Coping Strategies:What is your total amount of debt up to now? (This should include not paying the rent. etc.)	/home_visit_4/povg/VAF_povg1q4	Poverty & Coping Strategies:What is your total amount of debt up to now? (This should include not paying the rent. etc.)	/Home_visit_version3/povg/povg1q2_VAF	Poverty.and.Coping.Strategies.What.is.your.total.amount.of.debt.up.to.now..This.should.include.not.paying.the.rent..etc	yes	
0	yes			Poverty & Coping Strategies:Do you have a car?:Yes	/home_visit_4/povg/povg1q3:Yes	Poverty & Coping Strategies:Do you have a car?:Yes	/Home_visit_version3/povg/povg1q3:Yes	Poverty.and.Coping.Strategies.Do.you.have.a.car...Yes		
0	yes			Poverty & Coping Strategies:Do you have a car?:No	/home_visit_4/povg/povg1q3:No	Poverty & Coping Strategies:Do you have a car?:No	/Home_visit_version3/povg/povg1q3:No	Poverty.and.Coping.Strategies.Do.you.have.a.car...No		
0	yes			Food Security:Are you receiving WFP food vouchers?:Yes	/home_visit_4/FS/fsg1q1_VAF:Yes	Food Security:Are you receiving WFP food vouchers?:Yes	/Home_visit_version3/FS/fsg1q1_VAF:Yes	Food.Security.Are.you.receiving.WFP.food.vouchers...Yes	yes	
0	yes			Food Security:Are you receiving WFP food vouchers?:No	/home_visit_4/FS/fsg1q1_VAF:No	Food Security:Are you receiving WFP food vouchers?:No	/Home_visit_version3/FS/fsg1q1_VAF:No	Food.Security.Are.you.receiving.WFP.food.vouchers...No	yes	
0	yes			Food Security:Yesterday. how many meals were eaten by your family? (meals comparable to breakfast. lunch. dinner):	/home_visit_4/FS/fsg1q2_VAF	Food Security:Yesterday. how many meals were eaten by your family? (meals comparable to breakfast. lunch. dinner):	/Home_visit_version3/FS/fsg1q2_VAF	Food.Security.Yesterday..how.many.meals.were.eaten.by.your.family..meals.comparable.to.breakfast..lunch..dinner..	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following .Cereals (bread. pasta. wheat flour. bulghur) :	/home_visit_4/FS/fsg2_VAF/fsg2q1	Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following .Cereals (bread. pasta. wheat flour. bulghur) :	/Home_visit_version3/FS/fsg2_VAF/fsg2q1	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following..Cereals..bread..pasta..wheat.flour..bulghur...	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):Not consumed	/home_visit_4/FS/fsg2_VAF/fsg3q1:fsg3q1a1	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):Not consumed	/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a1	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..Not.consumed	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):own production	/home_visit_4/FS/fsg2_VAF/fsg3q1:fsg3q1a2	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):own production	/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a2	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..own.production	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):bought with cash	/home_visit_4/FS/fsg2_VAF/fsg3q1:fsg3q1a3	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):bought with cash	/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a3	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..bought.with.cash	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):bought on credit	/home_visit_4/FS/fsg2_VAF/fsg3q1:fsg3q1a4	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):bought on credit	/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a4	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..bought.on.credit	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):exchanged. borrowed	/home_visit_4/FS/fsg2_VAF/fsg3q1:fsg3q1a5	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):exchanged. borrowed	/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a5	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..exchanged..borrowed	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):received as gift	/home_visit_4/FS/fsg2_VAF/fsg3q1:fsg3q1a6	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):received as gift	/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a6	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..received.as.gift	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):WFP food assistance	/home_visit_4/FS/fsg2_VAF/fsg3q1:fsg3q1a7	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):WFP food assistance	/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a7	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..WFP.food.assistance	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):Non WFP official food assistance	/home_visit_4/FS/fsg2_VAF/fsg3q1:fsg3q1a8	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):Non WFP official food assistance	/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a8	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..Non.WFP.official.food.assistance	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):hunting/gathering/fishing	/home_visit_4/FS/fsg2_VAF/fsg3q1:fsg3q1a9	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):hunting/gathering/fishing	/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a9	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..hunting..gathering..fishing	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following .White tubers & roots (potato. sweet potato)	/home_visit_4/FS/fsg2_VAF/fsg2q2	Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following .White tubers & roots (potato. sweet potato)	/Home_visit_version3/FS/fsg2_VAF/fsg2q2	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following..White.tubers.and.roots..potato..sweet.potato..	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):Not consumed	/home_visit_4/FS/fsg2_VAF/fsg3q2:fsg3q1a1	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):Not consumed	/Home_visit_version3/FS/fsg2_VAF/fsg3q2:fsg3q1a1	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots..potato..sweet.potato..Not.consumed	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):own production	/home_visit_4/FS/fsg2_VAF/fsg3q2:fsg3q1a2	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):own production	/Home_visit_version3/FS/fsg2_VAF/fsg3q2:fsg3q1a2	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots..potato..sweet.potato..own.production	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):bought with cash	/home_visit_4/FS/fsg2_VAF/fsg3q2:fsg3q1a3	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):bought with cash	/Home_visit_version3/FS/fsg2_VAF/fsg3q2:fsg3q1a3	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots..potato..sweet.potato..bought.with.cash	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):bought on credit	/home_visit_4/FS/fsg2_VAF/fsg3q2:fsg3q1a4	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):bought on credit	/Home_visit_version3/FS/fsg2_VAF/fsg3q2:fsg3q1a4	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots..potato..sweet.potato..bought.on.credit	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):exchanged. borrowed	/home_visit_4/FS/fsg2_VAF/fsg3q2:fsg3q1a5	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):exchanged. borrowed	/Home_visit_version3/FS/fsg2_VAF/fsg3q2:fsg3q1a5	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots..potato..sweet.potato..exchanged..borrowed	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):received as gift	/home_visit_4/FS/fsg2_VAF/fsg3q2:fsg3q1a6	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):received as gift	/Home_visit_version3/FS/fsg2_VAF/fsg3q2:fsg3q1a6	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots..potato..sweet.potato..received.as.gift	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):WFP food assistance	/home_visit_4/FS/fsg2_VAF/fsg3q2:fsg3q1a7	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):WFP food assistance	/Home_visit_version3/FS/fsg2_VAF/fsg3q2:fsg3q1a7	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots..potato..sweet.potato..WFP.food.assistance	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):Non WFP official food assistance	/home_visit_4/FS/fsg2_VAF/fsg3q2:fsg3q1a8	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):Non WFP official food assistance	/Home_visit_version3/FS/fsg2_VAF/fsg3q2:fsg3q1a8	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots..potato..sweet.potato..Non.WFP.official.food.assistance	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):hunting/gathering/fishing	/home_visit_4/FS/fsg2_VAF/fsg3q2:fsg3q1a9	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. White tubers & roots (potato. sweet potato):hunting/gathering/fishing	/Home_visit_version3/FS/fsg2_VAF/fsg3q2:fsg3q1a9	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..White.tubers.and.roots..potato..sweet.potato..hunting..gathering..fishing	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Vegetables. leaves	/home_visit_4/FS/fsg2_VAF/fsg2q3	Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Vegetables. leaves	/Home_visit_version3/FS/fsg2_VAF/fsg2q3	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Vegetables..leaves	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:Not consumed	/home_visit_4/FS/fsg2_VAF/fsg3q3:fsg3q1a1	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:Not consumed	/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a1	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.Not.consumed	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:own production	/home_visit_4/FS/fsg2_VAF/fsg3q3:fsg3q1a2	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:own production	/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a2	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.own.production	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:bought with cash	/home_visit_4/FS/fsg2_VAF/fsg3q3:fsg3q1a3	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:bought with cash	/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a3	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.bought.with.cash	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:bought on credit	/home_visit_4/FS/fsg2_VAF/fsg3q3:fsg3q1a4	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:bought on credit	/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a4	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.bought.on.credit	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:exchanged. borrowed	/home_visit_4/FS/fsg2_VAF/fsg3q3:fsg3q1a5	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:exchanged. borrowed	/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a5	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.exchanged..borrowed	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:received as gift	/home_visit_4/FS/fsg2_VAF/fsg3q3:fsg3q1a6	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:received as gift	/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a6	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.received.as.gift	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:WFP food assistance	/home_visit_4/FS/fsg2_VAF/fsg3q3:fsg3q1a7	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:WFP food assistance	/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a7	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.WFP.food.assistance	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:Non WFP official food assistance	/home_visit_4/FS/fsg2_VAF/fsg3q3:fsg3q1a8	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:Non WFP official food assistance	/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a8	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.Non.WFP.official.food.assistance	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:hunting/gathering/fishing	/home_visit_4/FS/fsg2_VAF/fsg3q3:fsg3q1a9	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Vegetables. leaves:hunting/gathering/fishing	/Home_visit_version3/FS/fsg2_VAF/fsg3q3:fsg3q1a9	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Vegetables..leaves.hunting..gathering..fishing	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Fruits :	/home_visit_4/FS/fsg2_VAF/fsg2q4	Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following . Fruits :	/Home_visit_version3/FS/fsg2_VAF/fsg2q4	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following...Fruits..	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:Not consumed	/home_visit_4/FS/fsg2_VAF/fsg3q4:fsg3q1a1	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:Not consumed	/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a1	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.Not.consumed	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:own production	/home_visit_4/FS/fsg2_VAF/fsg3q4:fsg3q1a2	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:own production	/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a2	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.own.production	yes	
0	yes			Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:bought with cash	/home_visit_4/FS/fsg2_VAF/fsg3q4:fsg3q1a3	Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Fruits:bought with cash	/Home_visit_version3/FS/fsg2_VAF/fsg3q4:fsg3q1a3	Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Fruits.bought.with.cash	yes	
